QID281_Answer5,Somewhat agree
QID281_Answer6,Mostly Agree
QID281_Answer7,Strongly agree
QID281_Answer8,I don't know or NA
QID281_Choice7,Tests to help us discover security problems are run throughout the software development process.
QID281_Choice8,"Information Security has made easy-to-consume pre-approved libraries, packages, and/or toolchains and processes for developers and IT operations."
QID281_Choice9,Our information security team works with us throughout the development process.
QID281_QuestionText,
QID282_Answer1,Strongly disagree
QID282_Answer2,Mostly Disagree
QID282_Answer3,Somewhat disagree
QID282_Answer4,Neither agree nor disagree
QID282_Answer5,Somewhat agree
QID282_Answer6,Mostly Agree
QID282_Answer7,Strongly agree
QID282_Answer8,I don't know or NA
QID282_Choice5,All significant changes must be approved by a senior manager prior to implementation.
QID282_Choice9,"Production changes must be approved by an external body (for example, change approval board) before implementation or deployment."
QID282_QuestionText,Think about your organization and rate how strongly you agree or disagree with the following statements.
QID288_Answer1,Strongly disagree
QID288_Answer2,Disagree
QID288_Answer3,Somewhat disagree
QID288_Answer4,Neither agree nor disagree
QID288_Answer5,Somewhat agree
QID288_Answer6,Agree
QID288_Answer7,Strongly agree
QID288_Answer8,I don't know or NA
QID288_Choice5,Everyone in our engineering org has visibility into the progress of pending database changes.
QID288_Choice6,Production database changes are managed in the same way as production application changes.
QID288_QuestionText,
QID289_Answer1,Strongly disagree
QID289_Answer2,Disagree
QID289_Answer3,Somewhat disagree
QID289_Answer4,Neither agree nor disagree
QID289_Answer5,Somewhat agree
QID289_Answer6,Agree
QID289_Answer7,Strongly agree
QID289_Answer8,I don't know or NA
QID289_Choice1,"On my team, our tool choices are based on what is best for the people who use the tools."
QID289_Choice7,"On my team, we can decide which tools we use."
QID289_QuestionText, Think about the tools you use to do your work. To what extent do you agree with the following statements?
QID292_Answer1,Strongly agree
QID292_Answer2,Agree
QID292_Answer3,Slightly agree
QID292_Answer4,Neither agree nor disagree
QID292_Answer5,Slightly disagree
QID292_Answer6,Disagree
QID292_Answer7,Strongly disagree
QID292_Answer8,I don't know or NA
QID292_Choice5,It’s easy for me to add new dependencies to my project.
QID292_Choice8,It’s easy for me to find examples in our codebase.
QID292_Choice9,It’s easy for us to change code maintained by other teams if we need to.
QID292_QuestionText,"For the primary application or service you work on, please rate how strongly you agree or disagree with each of the following statements"
QID293_Answer1,Strongly agree
QID293_Answer2,Agree
QID293_Answer3,Slightly agree
QID293_Answer4,Neither agree nor disagree
QID293_Answer5,Slightly disagree
QID293_Answer6,Disagree
QID293_Answer7,Strongly disagree
QID293_Answer8,I don't know or NA
QID293_Choice10,My team has tooling in place that provides the ability to find information about things we did not previously know (“unknown unknowns“).
QID293_Choice5,My team has tooling in place that can help us with understanding and debugging our systems in production.
QID293_QuestionText,"For the primary application or service you work on, please rate how strongly you agree or disagree with each of the following statements"
QID295_Answer1,Strongly agree
QID295_Answer2,Agree
QID295_Answer3,Slightly agree
QID295_Answer4,Neither agree nor disagree
QID295_Answer5,Slightly disagree
QID295_Answer6,Disagree
QID295_Answer7,Strongly disagree
QID295_Answer8,I don't know or NA
QID295_Choice13,"When the automated tests pass, I am confident the software is releasable."
QID295_Choice5,Developers use their own development environment to reproduce acceptance test failures.
QID295_QuestionText,"For the primary application or service you work on, please rate how strongly you agree or disagree with each of the following statements"
QID296_Answer1,Strongly agree
QID296_Answer2,Agree
QID296_Answer3,Slightly agree
QID296_Answer4,Neither agree nor disagree
QID296_Answer5,Slightly disagree
QID296_Answer6,Disagree
QID296_Answer7,Strongly disagree
QID296_Answer8,I don't know or NA
QID296_Choice15,My organization operates efficiently.
QID296_Choice17,My organization delivers high quality products or services.
QID296_Choice5,My organization achieves its overall organizational and mission goals.
QID296_QuestionText,"For the following questions, we are interested in hearing about your organization's performance. If you are in a contract position, consider your current client to be your organization."
QID297_Answer1,Strongly agree
QID297_Answer2,Agree
QID297_Answer3,Slightly agree
QID297_Answer4,Neither agree nor disagree
QID297_Answer5,Slightly disagree
QID297_Answer6,Disagree
QID297_Answer7,Strongly disagree
QID297_Answer8,I don't know or NA
QID297_Choice18,My organization has a strong position in the market for our primary products or services.
QID297_Choice5,My organization is profitable.
QID297_QuestionText,
