QID320_Choice7,Very hindered
QID320_Choice8,Extremely hindered
QID320_QuestionText,"In the last 6 months, how much did technical debt inside your primary application or service hinder your productivity if at all?"
QID324_QuestionText,"In the last 3 months, approximately what percentage of your time at work was spent on work that you consider valuable. Leave response empty if NA or you prefer not to answer."
QID325_Answer10,Somewhat negative impact
QID325_Answer11,No impact
QID325_Answer12,Somewhat positive impact
QID325_Answer13,Extremely positive impact
QID325_Answer14,I don't know
QID325_Answer9,Extremely negative impact
QID325_Choice1,The speed and stability of the software delivery process
QID325_Choice2,The performance of your organization
QID325_Choice3,Society as a whole
QID325_Choice4,The quality of your product
QID325_Choice5,"The environment (for example, ecosystems and climate)"
QID325_Choice8,Your career
QID325_QuestionText,"When you think about the following areas, what kind of impact do you think AI will have within the next 5 years."
QID326_Answer10,Somewhat negative impact
QID326_Answer11,No impact
QID326_Answer12,Somewhat positive impact
QID326_Answer13,Extremely positive impact
QID326_Answer14,I don't know
QID326_Answer9,Extremely negative impact
QID326_Choice1,The speed and stability of the software delivery process
QID326_Choice2,The performance of your organization
QID326_Choice3,Society as a whole
QID326_Choice4,The quality of your product
QID326_Choice5,"The environment (for example, ecosystems and climate)"
QID326_Choice8,Your career
QID326_QuestionText,"When you think about the following areas, what kind of impact do you think AI will have within the next 10 years."
QID327_Answer1,Strongly agree
QID327_Answer2,Agree
QID327_Answer3,Slightly agree
QID327_Answer4,Neither agree nor disagree
QID327_Answer5,Slightly disagree
QID327_Answer6,Disagree
QID327_Answer7,Strongly disagree
QID327_Answer8,I don't know or NA
QID327_Choice16,Our application code and configurations are in a version control system.
QID327_Choice17,Our system configurations and scripts are in a version control system.
QID327_QuestionText,"For the primary application or service you work on, please rate how strongly you agree or disagree with each of the following statements"
QID39_Choice1,Man
QID39_Choice5,Woman
QID39_Choice6,Non-Binary
QID39_Choice7,Prefer not to say
QID39_Choice8,"Or, in your own words"
QID39_QuestionText,"Which of the following describe you, if any? Please check all that apply."
QID43_Choice1,African
QID43_Choice10,Asian
QID43_Choice11,Biracial
QID43_Choice12,Black
QID43_Choice13,Caribbean
QID43_Choice14,Central American
QID43_Choice15,Central Asian
QID43_Choice16,East Asian
QID43_Choice17,Ethnoreligious group
QID43_Choice18,European
QID43_Choice19,Hispanic or Latino/a
QID43_Choice20,Indian
QID43_Choice21,Indigenous (such as Native American or Indigenous Australian)
QID43_Choice22,Middle Eastern
QID43_Choice23,Multiracial
QID43_Choice24,North African
QID43_Choice25,North American
QID43_Choice26,Pacific Islander
QID43_Choice27,South American
QID43_Choice28,South Asian
QID43_Choice29,Southeast Asian
QID43_Choice30,White
QID43_Choice31,I don't know
QID43_Choice32,"Or, in your own words:"
QID43_Choice33,Prefer not to say
QID43_QuestionText,"Which of the following describes you, if any? Please check all that apply."
QID44_Choice1,I am blind / have difficulty seeing
QID44_Choice4,I am deaf / hard of hearing
QID44_Choice5,I am unable to / find it difficult to type
QID44_Choice6,I am unable to / find it difficult to walk or stand without assistance
QID44_Choice7,"Or, in your own words:"
QID44_Choice8,Prefer not to say
QID44_Choice9,None of the above apply
QID44_QuestionText,"Which of the following describe you, if any? ➘ ➘ Please check all that apply."
QID45_Choice1,"Developer, full-stack"
QID45_Choice18,Other (please specify)
QID45_Choice19,Prefer not to answer
QID45_Choice21,"Developer, back-end"
QID45_Choice22,"Developer, front-end"
QID45_Choice23,"Developer, desktop or enterprise applications"
QID45_Choice24,"Developer, mobile"
QID45_Choice25,Engineering manager
QID45_Choice26,Student
QID45_Choice27,"Developer, embedded applications or devices"
QID45_Choice28,Data scientist or machine learning specialist
QID45_Choice29,DevOps specialist
QID45_Choice30,Academic researcher
QID45_Choice31,Research & Development role
QID45_Choice32,"Senior Executive (C-Suite, VP, etc.)"
QID45_Choice33,Data Engineer
QID45_Choice34,Cloud infrastructure engineer
QID45_Choice35,"Developer, game or graphics"
QID45_Choice36,Data analyst
QID45_Choice37,Business analyst
QID45_Choice38,System administrator
QID45_Choice39,Project manager
QID45_Choice40,"Developer, QA or test"
QID45_Choice41,Security professional
QID45_Choice42,Product manager
QID45_Choice43,Site Reliability Engineer
QID45_Choice44,Educator
QID45_Choice45,Scientist
QID45_Choice46,Developer Experience
QID45_Choice47,Blockchain Engineer
QID45_Choice48,Hardware Engineer
QID45_Choice49,Designer
QID45_Choice50,Database administrator
QID45_Choice51,Developer Advocate
QID45_Choice52,Marketing professional
QID45_Choice53,Sales professional
QID45_QuestionText,"Which of the following describes your current job, the one you do most of the time? ➘ ➘ Please select only one."
QID47_QuestionText,How many years of working experience do you have?
QID6_Choice1,"Just me - I am a freelancer, sole proprietor, etc."
QID6_Choice12,2 to 9 employees
QID6_Choice13,10 to 19 employees
QID6_Choice14,20 to 99 employees
QID6_Choice15,100 to 499 employees
QID6_Choice16,500 to 999 employees
QID6_Choice17,"1,000 to 4,999 employees"
QID6_Choice18,"5,000 to 9,999 employees"
QID6_Choice19,"10,000 or more employees"
QID6_QuestionText, Approximately how many people are employed by the organization you currently work for?➘
QID60_Answer1,Strongly disagree
QID60_Answer2,Disagree
QID60_Answer3,Somewhat disagree
QID60_Answer4,Neither agree nor disagree
QID60_Answer5,Somewhat agree
QID60_Answer6,Agree
QID60_Answer7,Strongly agree
QID60_Answer8,I don't know or NA
QID60_Choice1,All developers on my team push code to the trunk or main branch at least daily.
QID60_Choice3,Our team is not subject to code freezes when no one can push to trunk or main.
QID60_QuestionText,
QID94_Answer1,Strongly disagree
QID94_Answer2,Mostly disagree
QID94_Answer3,Somewhat disagree
QID94_Answer35,Neither agree nor disagree
QID94_Answer36,Somewhat agree
QID94_Answer37,Mostly agree
QID94_Answer38,Strongly agree
QID94_Answer39,I don't know or NA
QID94_Choice1,I can rely on our technical documentation when I need to use or work with the services or applications I work on.
QID94_Choice2,It is easy to find the right technical document when I need to understand something about the services or applications I work on.
QID94_Choice5,Technical documentation is updated as changes are made.
QID94_Choice8,"When there’s an incident or problem that needs troubleshooting, I reach for the documentation."
QID94_QuestionText,"Think about the documentation you use. We define documentation as internal documentation for the services or applications you work on (for example, manuals, readmes, and code comments). End users are not the audience for these documents. Please rate how strongly you agree or disagree with the following statements."
