QID159_Choice1,"Code commits result in an automated build of the software.","Los commits resultan en una construcción automatizada del software.","Os commits de código resultam em uma compilação automatizada do software.","コードのコミットにより、ソフトウェアのビルドが自動化される。","代码提交触发软件的自动构建。","Les validations de code entraînent une génération automatisée du logiciel."
QID159_Choice10,"The application is built and tested automatically at least daily.","La aplicación se construye y se prueba automáticamente al menos una vez al día.","O aplicativo é criado e testado automaticamente pelo menos uma vez por dia.","アプリケーションは少なくとも毎日自動的にビルドされ、テストされる。","至少每天都会自动构建和测试应用程序。","L’application est construite et testée automatiquement au moins une fois par jour."
QID159_QuestionText,"Think about&nbsp;<b>building and deploying software</b> at work. For the <b>primary application or service</b> you work on, please rate how strongly you agree or disagree with the following statements.","Piensa en la&nbsp;<b>construcción e implementación de software</b> en tu trabajo. Con respecto a la <b>aplicación o servicio principal</b> en el que trabajas, califica qué tan fuertemente estás de acuerdo o en desacuerdo con las siguientes afirmaciones.","Pense na <b>construção e implantação de software</b> no trabalho. Para o <b>aplicativo ou serviço principal</b> em que você trabalha, avalie o quanto você concorda ou discorda das seguintes afirmações.","仕事における&nbsp;<b>ソフトウェアの構築とデプロイ</b>についてお聞きします。あなたが携わっている<b>主なアプリケーションやサービス</b>について、以下の文章にどの程度同意するか、または同意しないかを評価してください。","思考在工作中&nbsp;<b>构建和部署软件</b>。对于您负责的<b>主要应用程序或服务</b>，请评价您对以下说法同意或不同意的程度。","Pensez à <b>la création et</b> au&nbsp;déploiement de logiciels au travail. Pour <b>l’application ou le service principal</b> sur lequel vous travaillez, veuillez indiquer dans quelle mesure vous êtes d’accord ou en désaccord avec les énoncés suivants."
QID163_Choice1,"More than six months","Más de seis meses","Mais de seis meses","6ヶ月以上","六个月以上","Plus de six mois"
QID163_Choice10,"We do not do code reviews","No realizamos revisiones de código.","Não fazemos revisões de código","コードレビューは行わない","我们不做代码审查","Nous ne faisons pas de révisions de code"
QID163_Choice4,"Between one month and six months","Entre un mes y seis meses","Entre um mês e seis meses","1ヶ月以上6ヶ月未満","一个月至六个月","Entre un mois et six mois"
QID163_Choice5,"Between one week and one month","Entre una semana y un mes","Entre uma semana e um mês","1週間以上1ヶ月未満","一周至一个月","Entre une semaine et un mois"
QID163_Choice6,"Between one day and one week","Entre un día y una semana","Entre um dia e uma semana","1日以上1週間未満","一天至一周","Entre un jour et une semaine"
QID163_Choice7,"Less than one day","Menos de un día","Menos de um dia","1日未満","不到一天","Moins d'un jour"
QID163_Choice8,"Less than one hour","Menos de una hora","Menos de uma hora","1時間未満","不到一小时","Moins d'une heure"
QID163_Choice9,"I don’t know","No lo sé o no aplica","Não sei","わからない、または該当なし","我不知道","Je ne sais pas"
QID163_QuestionText,"For the <b>primary application or service</b> you work on, how long does it generally take to complete the <b>code review</b> process?","Para la <b>aplicación o servicio principal</b> en el que trabajas, ¿cuánto tiempo suele tomar completar el proceso de <b>revisión de código</b>?","Para o <b>aplicativo ou serviço principal</b> em que você trabalha, quanto tempo geralmente leva para concluir o processo de <b>revisão de código</b>?","あなたが携わっている<b>主要なアプリケーションやサービス</b>について、 一般的に、<b>コードレビュー</b>のプロセスを完了させるにはどれくらいの時間がかかりますか？","对于您负责的<b>主要应用程序或服务</b>，完成<b>代码审查</b>流程一般需要多长时间？","Pour <b>l’application ou le service principal</b> sur lequel vous travaillez, combien de temps faut-il généralement pour terminer le processus de <b>révision du code</b> ?"
QID170_Answer1,"Performed well above goals","Tuvo un rendimiento muy superior a las metas propuestas","Desempenho bem acima das metas","目標を大きく上回る業績","表现远超目标","A bien dépassé les objectifs"
QID170_Answer10,"I don't know or NA","No lo sé o no aplica","Não sei ou Não Aplica","わからない","我不知道或不适用","Je ne sais pas ou n/c"
QID170_Answer4,"Performed above goals","Tuvo un rendimiento superior a las metas propuestas","Desempenho acima das metas","目標を上回る業績","表现高于目标","A dépassé les objectifs"
QID170_Answer5,"Performed slightly above goals","Tuvo un rendimiento ligeramente superior a las metas propuestas","Desempenho ligeiramente acima das metas","目標をやや上回った","表现略高于目标","A obtenu des résultats légèrement supérieurs aux objectifs"
QID170_Answer6,"Met goals","Cumplió con las metas propuestas","Cumpriu as metas","目標を達成","已实现目标","A atteint les objectifs"
QID170_Answer7,"Performed slightly below goals","Tuvo un rendimiento ligeramente inferior a las metas propuestas","Desempenho um pouco abaixo das metas","目標をやや下回った","表现略低于目标","A obtenu des résultats légèrement inférieurs aux objectifs"
QID170_Answer8,"Performed below goals","Tuvo un rendimiento inferior a las metas propuestas","Desempenho abaixo das metas","目標を下回った","表现低于目标","Performances inférieures aux objectifs"
QID170_Answer9,"Performed well below goals","Tuvo un rendimiento muy inferior a las metas propuestas","Desempenho bem abaixo das metas","目標をかなり下回った","表现远低于目标","Performances bien en deçà des objectifs"
QID170_Choice1,"Your organization’s overall performance","El rendimiento general de tu organización","O desempenho geral de sua organização","組織全体の業績","贵组织的整体绩效","La performance globale de votre organisation"
QID170_Choice4,"Your organization’s overall profitability","Las ganancias generales de tu organización","A lucratividade geral de sua organização","組織全体の収益性","贵组织的整体盈利能力","La rentabilité globale de votre organisation"
QID170_Choice5,"Relative market share for primary products","Cuota de mercado relativa para los productos principales","Participação relativa no mercado de produtos primários","主要製品の相対的市場シェア","初级产品的相对市场份额","Part de marché relatif des produits primaires"
QID170_Choice6,"Increased number of customers","Aumentó el número de clientes","Aumento do número de clientes","顧客数の増加","客户数量增加","Augmentation du nombre de clients"
QID170_QuestionText,"For each of the following performance indicators, how well did your <b>organization</b> meet its goals over the past year?","Para cada uno de los siguientes indicadores de rendimiento, tu <b>organización</b> ¿qué tan bien cumplió sus metas durante el último año?","Para cada um dos seguintes indicadores de desempenho, até que ponto sua <b>organização</b> atingiu suas metas no ano passado?","以下の各業績指標について、あなたの<b>組織</b>は過去1年間にどの程度目標を達成しましたか？","对于以下每一项绩效指标，您所在<b>组织</b>在过去一年实现其目标的情况如何？","Pour chacun des indicateurs de rendement suivants, dans quelle mesure votre <b>organisation</b> a-t-elle atteint ses objectifs au cours de la dernière année ?"
QID171_Answer1,"Performed well above goals","Tuvo un rendimiento muy superior a las metas propuestas","Desempenho bem acima das metas","目標を大きく上回る業績","表现远超目标","A bien dépassé les objectifs"
QID171_Answer10,"I don't know or NA","No lo sé o no aplica","Não sei ou Não Aplica","わからない","我不知道或不适用","Je ne sais pas ou n/c"
QID171_Answer4,"Performed above goals","Tuvo un rendimiento superior a las metas propuestas","Desempenho acima das metas","目標を上回る業績","表现高于目标","A dépassé les objectifs"
QID171_Answer5,"Performed slightly above goals","Tuvo un rendimiento ligeramente superior a las metas propuestas","Desempenho ligeiramente acima das metas","目標をやや上回った","表现略高于目标","A obtenu des résultats légèrement supérieurs aux objectifs"
QID171_Answer6,"Met goals","Cumplió con las metas propuestas","Atingiu as metas","目標を達成","已实现目标","A atteint les objectifs"
QID171_Answer7,"Performed slightly below goals","Tuvo un rendimiento ligeramente inferior a las metas propuestas","Desempenho ligeiramente abaixo das metas","目標をやや下回った","表现略低于目标","A obtenu des résultats légèrement inférieurs aux objectifs"
QID171_Answer8,"Performed below goals","Tuvo un rendimiento inferior a las metas propuestas","Desempenho abaixo das metas","目標を下回った","表现低于目标","Performances inférieures aux objectifs"
QID171_Answer9,"Performed well below goals","Tuvo un rendimiento muy inferior a las metas propuestas","Desempenho bem abaixo das metas","目標をかなり下回った","表现远低于目标","Performances bien en deçà des objectifs"
QID171_Choice10,"Achievement of organizational and mission goals","Logro de su misión y metas organizativas","Cumprimento das metas organizacionais e da missão","組織の企業ミッションの達成","实现组织目标和任务目标","Atteinte des objectifs de l’organisation et de la mission"
QID171_Choice7,"Operating efficiency","Eficiencia operativa","Eficiência operacional","営業効率","运营效率","Efficacité opérationnelle"
QID171_Choice8,"Customer satisfaction","Satisfacción del cliente","Satisfação do cliente","顧客満足度","客户满意度","Satisfaction des clients"
QID171_Choice9,"Quality of products or services provided","Calidad de los productos o servicios proporcionados","Qualidade dos produtos ou serviços fornecidos","提供する製品またはサービスの品質","所提供产品或服务的质量","Qualité des produits ou services fournis"
QID171_QuestionText,"For each of the following performance indicators, how well did your <b>organization</b> meet its goals over the <b>past year</b>?","Para cada uno de los siguientes indicadores de rendimiento, ¿qué tan bien cumplió tu <b>organización</b> sus metas durante el <b>último año</b>?","Para cada um dos seguintes indicadores de desempenho, até que ponto sua <b>organização</b> atingiu suas metas no <b>ano passado</b>?","以下の各業績指標について、あなたの<b>組織</b>は<b>過去1年間</b>にどの程度目標を達成しましたか？","对于以下每一项绩效指标，您所在<b>组织</b>在过去<b>一年</b>实现其目标的情况如何？","Pour chacun des indicateurs de performance suivants, dans quelle mesure votre <b>organisation</b> a-t-elle atteint ses objectifs au cours de la <b>dernière année</b> ?"
QID178_Answer1,"Strongly agree","Totalmente de acuerdo","Concordo totalmente","強くそう思う","非常同意","Tout à fait d'accord"
QID178_Answer2,"Mostly agree","Mayormente de acuerdo","Concordo em grande parte","ほとんどそう思う","基本同意","Plutôt d'accord"
QID178_Answer3,"Slightly agree","Ligeramente de acuerdo","Concordo ligeiramente","ややそう思う","略微同意","Un peu d'accord"
QID178_Answer4,"Neither agree nor disagree","Ni de acuerdo ni en desacuerdo","Nem concordo nem discordo","どちらともいえない","既不同意也不反对","Ni en accord ni en désaccord"
QID178_Answer5,"Slightly disagree","Ligeramente en desacuerdo","Discordo um pouco","ややそう思わない","略微不同意","Un peu en désaccord"
QID178_Answer6,"Mostly disagree","Mayormente en desacuerdo","Discordo em grande parte","ほとんどそう思わない","基本不同意","Plutôt en désaccord"
QID178_Answer7,"Strongly disagree","Totalmente en desacuerdo","Discordo totalmente","強くそう思わない","非常不同意","Fortement en désaccord"
QID178_Answer8,"I don't know or NA","No lo sé o no aplica","Não sei ou Não Aplica","分からない","我不知道或不适用","Je ne sais pas ou n/c"
QID178_Choice1,"Once I have access, I can independently provision and configure resources (compute, storage, etc.) and capabilities (APIs, monitoring, etc.) on demand, without raising tickets or requiring human interaction.","Una vez que tengo acceso, puedo aprovisionar y configurar de forma independiente recursos (computación, almacenamiento, etc.) y capacidades (APIs, monitoreo, etc.) a demanda, sin necesidad de crear tickets ni requerir interacción humana.","Uma vez que eu tenho acesso, posso promover e configurar recursos (computação, armazenamento, etc.) e capacidades (APIs, monitoramento, etc.) de forma independente e sob demanda, sem gerar tíquetes ou exigir interação humana.","一度でもアクセスすれば、チケットを発行する必要も人の手を煩わせることもなく、リソース（コンピュート、ストレージなど）や機能（API、モニタリングなど）をオンデマンドで独自にプロビジョニングし、設定することができる。","一旦获得访问权限，我就可以按需独立地调配和配置资源（计算、存储等）和功能（API、监控等），而无需提交工单或进行人工交互。","Une fois que j’y ai accès, je peux provisionner et configurer de manière indépendante des ressources (calcul, stockage, etc.) et des capacités (API, surveillance, etc.) à la demande, sans générer de tickets ni nécessiter d’interaction humaine."
QID178_Choice4,"I can access and modify resources (compute, storage, etc.) and capabilities (APIs, monitoring, etc.) from a broad range of devices over the network without the need for proprietary plug-ins or protocols.","Puedo acceder y modificar recursos (computación, almacenamiento, etc.) y capacidades (APIs, monitoreo, etc.) desde una amplia variedad de dispositivos a través de la red sin necesidad de complementos (plug-ins) o protocolos propietarios.","Posso acessar e modificar recursos (computação, armazenamento, etc.) e capacidades (APIs, monitoramento, etc.) de uma ampla gama de dispositivos na rede sem a necessidade de plug-ins ou protocolos proprietários.","独自のプラグインやプロトコルを必要とせず、ネットワーク上のさまざまなデバイスからリソース（コンピュート、ストレージなど）や機能（API、モニタリングなど）にアクセスし、変更することができる。","我可以访问和修改通过网络连接的各种设备的资源（计算、存储等）和功能（API、监控等），而无需使用专有插件或协议。","Je peux accéder et modifier les ressources (calcul, stockage, etc.) et les capacités (API, surveillance, etc.) à partir d’un large éventail d’appareils sur le réseau sans avoir besoin de plug-ins ou de protocoles propriétaires."
QID178_Choice5,"Computing resources are pooled and shared by multiple applications with resources and capabilities dynamically assigned and re-assigned based on demand.","Los recursos de computación están agrupados y compartidos por múltiples aplicaciones, con recursos y capacidades asignados y reasignados dinámicamente según la demanda.","Os recursos de computação são agrupados e compartilhados por vários aplicativos com recursos e capacidades atribuídos e reatribuídos dinamicamente com base na demanda.","コンピューティングリソースはプールされ、複数のアプリケーションで共有されます。リソースや機能は、需要に応じて動的に割り当てられ、再割り当てが行われます。","通过多个应用程序池化和共享计算资源，并根据需求动态分配和重新分配资源和功能。","Les ressources informatiques sont regroupées et partagées par plusieurs applications, les ressources et les fonctionnalités étant attribuées et réaffectées dynamiquement en fonction de la demande."
QID178_Choice6,"I can dynamically increase or decrease the resources available for the service or product that I primarily support on demand.","Puedo aumentar o disminuir dinámicamente los recursos disponibles para el servicio o producto que respaldo principalmente según la demanda que haya.","Posso aumentar ou diminuir dinamicamente os recursos disponíveis para o serviço ou produto ao qual dou suporte principal sob demanda.","主に担当しているサービスや製品に必要なリソース (コンピューティングパワー、メモリ、ストレージなど) を、 オンデマンドで増減できる 。","我可以按需动态地增加或减少我主要支持的面向服务或产品的可用资源。","Je peux augmenter ou diminuer dynamiquement les ressources disponibles pour le service ou le produit que je prends principalement en charge à la demande."
QID178_Choice7,"I can monitor or control the quantity and/or cost of resources used by the service or product that I primarily support.","Puedo monitorear o controlar la cantidad y/o el costo de los recursos utilizados por el servicio o producto que apoyo principalmente.","Posso monitorar ou controlar a quantidade e/ou o custo dos recursos usados pelo serviço ou produto ao qual dou suporte principal.","主に担当しているサービスや製品が使用するリソースの量やコストを監視または制御できる。","我可以监控或管理我主要支持的服务或产品所用资源的数量和/或成本。","Je peux surveiller ou contrôler la quantité et/ou le coût des ressources utilisées par le service ou le produit que je soutiens principalement."
QID178_QuestionText,"Think about the <b>infrastructure or platform</b> where the<b> primary application or service&nbsp;</b>your work on runs.  Please rate the extent you agree or disagree with the following statements:","Ten en cuenta la <b>infraestructura o plataforma</b> donde se ejecuta la <b>aplicación o servicio principal</b> en el que trabajas. Por favor, indica en qué medida estás de acuerdo o en desacuerdo con las siguientes afirmaciones:","Pense na <b>infraestrutura ou plataforma</b> em que o principal aplicativo ou serviço&nbsp;</b> em que você trabalha é executado. Avalie o quanto você concorda ou discorda das seguintes afirmações:","あなたが携わっている<b>主要なアプリケーションやサービス&nbsp;</b>が稼動している<b>インフラやプラットフォーム</b>について答えてください。 以下の記述にどの程度同意するか、または同意しないかを評価してください：","思考您负责的<b>主要应用程序或服务nbsp;</b>所运行的<b>基础架构或平台</b>。请评价您同意或不同意以下说法的程度：","Pensez à <b>l’infrastructure ou à la plate-forme</b> sur laquelle s’exécute l’application<b> ou le service&nbsp;principal</b> sur lequel vous travaillez.  Veuillez indiquer dans quelle mesure vous êtes d’accord ou en désaccord avec les énoncés suivants :"
QID179_Choice1,"More than six months","Más de seis meses","Mais de seis meses","6ヶ月以上","六个月以上","Plus de six mois"
QID179_Choice4,"Between one month and six months","Entre un mes y seis meses","Entre um mês e seis meses","1ヶ月以上6ヶ月未満","一个月至六个月","Entre un mois et six mois"
QID179_Choice5,"Between one week and one month","Entre una semana y un mes","Entre uma semana e um mês","1週間以上1ヶ月未満","一周至一个月","Entre une semaine et un mois"
QID179_Choice6,"Between one day and one week","Entre un día y una semana","Entre um dia e uma semana","1日以上1週間未満","一天至一周","Entre un jour et une semaine"
QID179_Choice7,"Less than one day","Menos de un día","Menos de um dia","1日未満","不到一天","Moins d'un jour"
QID179_Choice8,"Less than one hour","Menos de una hora","Menos de uma hora","1時間未満","不到一小时","Moins d'une heure"
QID179_Choice9,"I don’t know or NA","No lo sé o no aplica","Não sei ou Não Aplica","わからない、または該当なし","我不知道或不适用","Je ne sais pas ou n/c"
QID179_QuestionText,"For the <b>primary application or service</b> you work on, what is your lead time for changes (i.e., how long does it take to go from code committed to code successfully running in production)?","Para la <b>aplicación o servicio principal</b> en el que trabajas, ¿cuál es tu plazo de entrega para realizar cambios (es decir, cuánto tiempo transcurre desde que se realiza el código hasta que se ejecuta correctamente en la producción)?","Para o <b>principal aplicativo ou serviço</b> em que você trabalha, qual é o tempo de espera para as modificações (ou seja, quanto tempo leva para ir do código confirmado ao código executado com êxito na produção)?","あなたが携わっている<b>主要なアプリケーションやサービス</b>について、変更のリードタイムはどのくらいですか？ (コードがコミットされてから、本番稼動するまでにどれくらいの時間がかかりますか)?","对于您负责的<b>主要应用程序或服务</b>，您的更改所需前置时间是多久（即，从提交代码到代码成功运行于生产环境需要多长时间）？","Pour <b>l’application ou le service principal</b> sur lequel vous travaillez, quel est votre délai pour les modifications (c’est-à-dire combien de temps faut-il pour passer du code validé au code exécuté avec succès en production) ?"
QID182_Choice1,"First Click","Primer Click","Primeiro clique","最初のクリック","第一次点击","Premer clic"
QID182_Choice2,"Last Click","Último Click","Último clique","最後のクリック","最后一次点击","Dernier clic"
QID182_Choice3,"Page Submit","Enviar página","Envio de pagina","ページ送信","页面提交","Soumettre la page"
QID182_Choice4,"Click Count","Contador de clicks","Contagem de cliques","クリック数","点击计数","Nombre de clics"
QID182_QuestionText,"Timing","Tiempo","Tempo","タイミング","计时","Timing"
QID184_Answer1,"Strongly agree","Totalmente de acuerdo","Concordo totalmente","強くそう思う","非常同意","Tout à fait d'accord"
QID184_Answer2,"Agree","Mayormente de acuerdo","Concordo em grande parte","ほとんどそう思う","基本同意","Plutôt d'accord"
QID184_Answer3,"Slightly agree","Ligeramente de acuerdo","Concordo um pouco","ややそう思う","略微同意","Un peu d'accord"
QID184_Answer4,"Neither agree nor disagree","Ni de acuerdo ni en desacuerdo","Nem concordo nem discordo","どちらともいえない","既不同意也不反对","Ni en accord ni en désaccord"
QID184_Answer5,"Slightly disagree","Ligeramente en desacuerdo","Discordo um pouco","ややそう思わない","略微不同意","Un peu en désaccord"
QID184_Answer6,"Disagree","Mayormente en desacuerdo","Discordo em grande parte","ほとんどそう思わない","基本不同意","Plutôt en désaccord"
QID184_Answer7,"Strongly disagree","Totalmente en desacuerdo","Discordo totalmente","強くそう思わない","非常不同意","Fortement en désaccord"
QID184_Answer8,"I don't know or NA","No lo sé o no aplica","Não sei ou Não Aplica","分からない","我不知道或不适用","Je ne sais pas ou n/c"
QID184_Choice11,"We were able to rely on each other.","Pudimos confiar unos en otros.","Conseguimos confiar uns nos outros.","私たちは互いに信頼できた。","我们相互依赖。","Nous avons pu compter les uns sur les autres."
QID184_Choice14,"We were able to adapt to change.","Pudimos adaptarnos a los cambios","Conseguimos nos adaptar às mudanças.","私たちは変化に適応することができた。","我们能适应变化。","Nous avons su nous adapter au changement."
QID184_Choice4,"We were able to effectively collaborate with each other.","Pudimos colaborar efectivamente entre nosotros.","Conseguimos colaborar efetivamente uns com os outros.","私たちは効果的にコラボレーションできていた。","我们能够有效地相互协作。","Nous avons pu collaborer efficacement les uns avec les autres."
QID184_Choice7,"We delivered innovative solutions.","Entregamos soluciones innovadoras.","Fornecemos soluções inovadoras.","私たちは革新的なソリューションを提供した。","我们提供了创新的解决方案。","Nous avons fourni des solutions innovantes."
QID184_Choice8,"We worked efficiently.","Trabajamos eficientemente","Trabalhamos com eficiência.","私たちは効率的に仕事を進めた。","我们高效地工作。","Nous avons travaillé efficacement."
QID184_QuestionText,"To what extent do you agree or disagree with the following statements about how <b>your team</b> performed over the <b>last year</b>?","¿En qué medida estás de acuerdo o en desacuerdo con las siguientes afirmaciones sobre el rendimiento de <b>tu equipo</b> durante el <b>último año</b>?","Até que ponto você concorda ou discorda das seguintes afirmações sobre o desempenho da <b>sua equipe</b> no <b>ano passado</b>?","あなたの<b>チーム</b>が<b>昨年</b>どのように機能したかについて、以下の記述にどの程度同意しますか、または同意しませんか？","关于<b>您的团队</b>在<b>去年</b>的表现，您在多大程度上同意或不同意的以下说法？","Dans quelle mesure êtes-vous d’accord ou en désaccord avec les énoncés suivants sur la performance de <b>votre équipe</b> au cours de la <b>dernière année</b> ?"
QID186_Choice1,"First Click","Primer Click","Primeiro clique","最初のクリック","第一次点击","Premer clic"
QID186_Choice2,"Last Click","Último Click","Último clique","最後のクリック","最后一次点击","Dernier clic"
QID186_Choice3,"Page Submit","Enviar página","Envio de pagina","ページ送信","页面提交","Soumettre la page"
QID186_Choice4,"Click Count","Contador de clicks","Contagem de cliques","クリック数","点击计数","Nombre de clics"
QID186_QuestionText,"Timing","Tiempo","Tempo","タイミング","计时","Timing"
QID189_Choice1,"First Click","Primer Click","Primeiro clique","最初のクリック","第一次点击","Premer clic"
QID189_Choice2,"Last Click","Último Click","Último clique","最後のクリック","最后一次点击","Dernier clic"
QID189_Choice3,"Page Submit","Enviar página","Envio de pagina","ページ送信","页面提交","Soumettre la page"
QID189_Choice4,"Click Count","Contador de clicks","Contagem de cliques","クリック数","点击计数","Nombre de clics"
QID189_QuestionText,"Timing","Tiempo","Tempo","タイミング","计时","Timing"
QID190_Choice1,"First Click","Primer Click","Primeiro clique","最初のクリック","第一次点击","Premer clic"
QID190_Choice2,"Last Click","Último Click","Último clique","最後のクリック","最后一次点击","Dernier clic"
QID190_Choice3,"Page Submit","Enviar página","Envio de pagina","ページ送信","页面提交","Soumettre la page"
QID190_Choice4,"Click Count","Contador de clicks","Contagem de cliques","クリック数","单击计数","Nombre de clics"
QID190_QuestionText,"Timing","Tiempo","Tempo","タイミング","计时","Timing"
QID191_Choice1,"First Click","Primer Click","Primeiro clique","最初のクリック","第一次点击","Premier clic"
QID191_Choice2,"Last Click","Último Click","Último clique","最後のクリック","最后一次点击","Dernier clic"
QID191_Choice3,"Page Submit","Enviar página","Envio de pagina","ページ送信","页面提交","Soumettre la page"
QID191_Choice4,"Click Count","Contador de clicks","Contagem de cliques","クリック数","点击计数","Nombre de clics"
QID191_QuestionText,"Timing","Tiempo","Tempo","タイミング","计时","Timing"
QID192_Choice1,"Full-time employee","Empleado a tiempo completo","Empregado em tempo integral","正社員","全职员工","Employé à plein temps"
QID192_Choice4,"Part-time employee","Empleado a tiempo parcial","Funcionário de meio período","非常勤職員","兼职的员工","Employé à temps partiel"
QID192_Choice5,"Full-time contractor","Contratista de tiempo completo","Contratante em tempo integral","常勤契約社員","全职承包商","Entrepreneur à temps plein"
QID192_Choice6,"Part-time contractor","contratista a tiempo parcial","Contratante de meio período","非常勤請負業者","兼职承包商","Entrepreneur à temps partiel"
QID192_QuestionText,"For the <b>primary application or service</b> you work on, what best describes your <b>employment status</b> with the organization that owns the application or service?","<table style=""border-collapse:collapse; width:71px"" width=""71"">➘	<colgroup>➘		<col style=""width:53pt"" width=""71"" />➘	</colgroup>➘	<tbody>➘		<tr>➘			<td style=""border-bottom:none; height:20px; width:71px; padding-top:1px; padding-right:1px; padding-left:1px; vertical-align:bottom; white-space:nowrap; border-top:none; border-right:none; border-left:none""><span style=""font-size:15px""><span style=""color:black""><span style=""font-weight:400""><span style=""font-style:normal""><span style=""text-decoration:none""><span style=""font-family:""Aptos Narrow"",sans-serif"">Para la aplicación o servicio principal en el que trabaja, ¿qué describe mejor su situación laboral en la organización propietaria de la aplicación o servicio?</span></span></span></span></span></span></td>➘		</tr>➘	</tbody>➘</table>➘","Para o aplicativo ou serviço principal em que você trabalha, o que melhor descreve sua situação profissional na organização proprietária do aplicativo ou serviço?","あなたが取り組んでいる主なアプリケーションまたはサービスについて、そのアプリケーションまたはサービスを所有する組織でのあなたの雇用状況を最もよく表すものは何ですか?","<table style=""border-collapse:collapse; width:71px"" width=""71"">➘	<colgroup>➘		<col style=""width:53pt"" width=""71"" />➘	</colgroup>➘	<tbody>➘		<tr>➘			<td style=""border-bottom:none; height:20px; width:71px; padding-top:1px; padding-right:1px; padding-left:1px; vertical-align:bottom; white-space:nowrap; border-top:none; border-right:none; border-left:none""><span style=""font-size:15px""><span style=""color:black""><span style=""font-weight:400""><span style=""font-style:normal""><span style=""text-decoration:none""><span style=""font-family:""Aptos Narrow"",sans-serif"">对于您从事的主要应用程序或服务，什么最能描述您在拥有该应用程序或服务的组织中的就业状况？</span></span></span></span></span></span></td>➘		</tr>➘	</tbody>➘</table>➘","Pour l’application ou le service principal sur lequel vous travaillez, qu’est-ce qui décrit le mieux votre statut d’emploi au sein de l’organisation propriétaire de l’application ou du service ?"
QID194_Answer1,"Strongly disagree","Totalmente en desacuerdo","Discordo totalmente","強くそう思わない","非常不同意","Fortement en désaccord"
QID194_Answer2,"Disagree","Mayormente en desacuerdo","Discordo em grande parte","ほとんどそう思わない","基本不同意","Plutôt en désaccord"
QID194_Answer3,"Somewhat disagree","Algo en desacuerdo","Discordo um pouco","ややそう思わない","有点不同意","Un peu en désaccord"
